"abad","1","Bahasa Tolaki","Sulawesi Tenggara"
"abadi","2","Bahasa Tolaki","Sulawesi Tenggara"
"abang","3","Bahasa Tolaki","Sulawesi Tenggara"
"acak","4","Bahasa Tolaki","Sulawesi Tenggara"
"acara","5","Bahasa Tolaki","Sulawesi Tenggara"
"acaranya","5","Bahasa Tolaki","Sulawesi Tenggara"
"ada","5","Bahasa Tolaki","Sulawesi Tenggara"
"adu","5","Bahasa Tolaki","Sulawesi Tenggara"
"agak","5","Bahasa Tolaki","Sulawesi Tenggara"
"agar","5","Bahasa Tolaki","Sulawesi Tenggara"
"air","5","Bahasa Tolaki","Sulawesi Tenggara"
"ajaran","5","Bahasa Tolaki","Sulawesi Tenggara"
"akal","5","Bahasa Tolaki","Sulawesi Tenggara"
"akan","5","Bahasa Tolaki","Sulawesi Tenggara"
"akar","5","Bahasa Tolaki","Sulawesi Tenggara"
"akhir","5","Bahasa Tolaki","Sulawesi Tenggara"
"akhirat","5","Bahasa Tolaki","Sulawesi Tenggara"
"akhirnya","5","Bahasa Tolaki","Sulawesi Tenggara"
"akibat","5","Bahasa Tolaki","Sulawesi Tenggara"
"aktif","5","Bahasa Tolaki","Sulawesi Tenggara"
"akun","5","Bahasa Tolaki","Sulawesi Tenggara"
"akur","5","Bahasa Tolaki","Sulawesi Tenggara"
"alam","5","Bahasa Tolaki","Sulawesi Tenggara"
"alamat","5","Bahasa Tolaki","Sulawesi Tenggara"
"aman","5","Bahasa Tolaki","Sulawesi Tenggara"
"amanah","5","Bahasa Tolaki","Sulawesi Tenggara"
"anak","5","Bahasa Tolaki","Sulawesi Tenggara"
"anak-anak","5","Bahasa Tolaki","Sulawesi Tenggara"
"anggota","5","Bahasa Tolaki","Sulawesi Tenggara"
"angsa","5","Bahasa Tolaki","Sulawesi Tenggara"
"anjing","5","Bahasa Tolaki","Sulawesi Tenggara"
"anting","5","Bahasa Tolaki","Sulawesi Tenggara"
"antri","5","Bahasa Tolaki","Sulawesi Tenggara"
"anugerah","5","Bahasa Tolaki","Sulawesi Tenggara"
"apa","5","Bahasa Tolaki","Sulawesi Tenggara"
"api","5","Bahasa Tolaki","Sulawesi Tenggara"
"asin","5","Bahasa Tolaki","Sulawesi Tenggara"
"asing","5","Bahasa Tolaki","Sulawesi Tenggara"
"asli","5","Bahasa Tolaki","Sulawesi Tenggara"
"aslinya","5","Bahasa Tolaki","Sulawesi Tenggara"
"asri","5","Bahasa Tolaki","Sulawesi Tenggara"
"asyik","5","Bahasa Tolaki","Sulawesi Tenggara"
"atap","5","Bahasa Tolaki","Sulawesi Tenggara"
"atas","5","Bahasa Tolaki","Sulawesi Tenggara"
"atlet","5","Bahasa Tolaki","Sulawesi Tenggara"
"awet","5","Bahasa Tolaki","Sulawesi Tenggara"
"ayah","5","Bahasa Tolaki","Sulawesi Tenggara"
"ayahnya","5","Bahasa Tolaki","Sulawesi Tenggara"
"ayam","5","Bahasa Tolaki","Sulawesi Tenggara"
"ayo","5","Bahasa Tolaki","Sulawesi Tenggara"
"babak","5","Bahasa Tolaki","Sulawesi Tenggara"
"babi","5","Bahasa Tolaki","Sulawesi Tenggara"
"bacaan","5","Bahasa Tolaki","Sulawesi Tenggara"
"bada","5","Bahasa Tolaki","Sulawesi Tenggara"
"badak ","5","Bahasa Tolaki","Sulawesi Tenggara"
"bagian","5","Bahasa Tolaki","Sulawesi Tenggara"
