"abad","1","Bahasa Biak","Papua"
"abadi","2","Bahasa Biak","Papua"
"abang","3","Bahasa Biak","Papua"
"acak","4","Bahasa Biak","Papua"
"acara","5","Bahasa Biak","Papua"
"acaranya","5","Bahasa Biak","Papua"
"ada","5","Bahasa Biak","Papua"
"adu","5","Bahasa Biak","Papua"
"agak","5","Bahasa Biak","Papua"
"agar","5","Bahasa Biak","Papua"
"air","5","Bahasa Biak","Papua"
"ajaran","5","Bahasa Biak","Papua"
"akal","5","Bahasa Biak","Papua"
"akan","5","Bahasa Biak","Papua"
"akar","5","Bahasa Biak","Papua"
"akhir","5","Bahasa Biak","Papua"
"akhirat","5","Bahasa Biak","Papua"
"akhirnya","5","Bahasa Biak","Papua"
"akibat","5","Bahasa Biak","Papua"
"aktif","5","Bahasa Biak","Papua"
"akun","5","Bahasa Biak","Papua"
"akur","5","Bahasa Biak","Papua"
"alam","5","Bahasa Biak","Papua"
"alamat","5","Bahasa Biak","Papua"
"aman","5","Bahasa Biak","Papua"
"amanah","5","Bahasa Biak","Papua"
"anak","5","Bahasa Biak","Papua"
"anak-anak","5","Bahasa Biak","Papua"
"anggota","5","Bahasa Biak","Papua"
"angsa","5","Bahasa Biak","Papua"
"anjing","5","Bahasa Biak","Papua"
"anting","5","Bahasa Biak","Papua"
"antri","5","Bahasa Biak","Papua"
"anugerah","5","Bahasa Biak","Papua"
"apa","5","Bahasa Biak","Papua"
"api","5","Bahasa Biak","Papua"
"asin","5","Bahasa Biak","Papua"
"asing","5","Bahasa Biak","Papua"
"asli","5","Bahasa Biak","Papua"
"aslinya","5","Bahasa Biak","Papua"
"asri","5","Bahasa Biak","Papua"
"asyik","5","Bahasa Biak","Papua"
"atap","5","Bahasa Biak","Papua"
"atas","5","Bahasa Biak","Papua"
"atlet","5","Bahasa Biak","Papua"
"awet","5","Bahasa Biak","Papua"
"ayah","5","Bahasa Biak","Papua"
"ayahnya","5","Bahasa Biak","Papua"
"ayam","5","Bahasa Biak","Papua"
"ayo","5","Bahasa Biak","Papua"
"babak","5","Bahasa Biak","Papua"
"babi","5","Bahasa Biak","Papua"
"bacaan","5","Bahasa Biak","Papua"
"bada","5","Bahasa Biak","Papua"
"badak ","5","Bahasa Biak","Papua"
"bagian","5","Bahasa Biak","Papua"
"bagus","5","Bahasa Biak","Papua"
"bahagia","5","Bahasa Biak","Papua"
"bahan","5","Bahasa Biak","Papua"
"bahasa","5","Bahasa Biak","Papua"
"bahkan","5","Bahasa Biak","Papua"
"baik","5","Bahasa Biak","Papua"
"baiknya","5","Bahasa Biak","Papua"
"bait","5","Bahasa Biak","Papua"
"baja","5","Bahasa Biak","Papua"
"baju","5","Bahasa Biak","Papua"
"bakal","5","Bahasa Biak","Papua"
"bakar","5","Bahasa Biak","Papua"
"bakat","5","Bahasa Biak","Papua"
"bakti","5","Bahasa Biak","Papua"
"balai","5","Bahasa Biak","Papua"
"balas","5","Bahasa Biak","Papua"
"balasan","5","Bahasa Biak","Papua"
"balik","5","Bahasa Biak","Papua"
"bambu","5","Bahasa Biak","Papua"
"banding","5","Bahasa Biak","Papua"
"banget","5","Bahasa Biak","Papua"
"bangga","5","Bahasa Biak","Papua"
"bangganya","5","Bahasa Biak","Papua"
"bangkai","5","Bahasa Biak","Papua"
"bangkit","5","Bahasa Biak","Papua"
"bangsa","5","Bahasa Biak","Papua"
"bangunan","5","Bahasa Biak","Papua"
"banjir","5","Bahasa Biak","Papua"
"bank","5","Bahasa Biak","Papua"
"banteng","5","Bahasa Biak","Papua"
"banting","5","Bahasa Biak","Papua"
"bantingan","5","Bahasa Biak","Papua"
"bantu","5","Bahasa Biak","Papua"
"bantuan","5","Bahasa Biak","Papua"
"banyak","5","Bahasa Biak","Papua"
"bapak","5","Bahasa Biak","Papua"
"barang","5","Bahasa Biak","Papua"
"barangkali","5","Bahasa Biak","Papua"
"basi","5","Bahasa Biak","Papua"
"batuk","5","Bahasa Biak","Papua"
"bau","5","Bahasa Biak","Papua"
"bawah","5","Bahasa Biak","Papua"
"Bawang Merah","5","Bahasa Biak","Papua"
"Bawang Putih","5","Bahasa Biak","Papua"
"bayi","5","Bahasa Biak","Papua"
"beban","5","Bahasa Biak","Papua"
"bebas","5","Bahasa Biak","Papua"
"bekerja","5","Bahasa Biak","Papua"
"belajar","5","Bahasa Biak","Papua"
"belalang","5","Bahasa Biak","Papua"
"belanja","5","Bahasa Biak","Papua"
"belasan","5","Bahasa Biak","Papua"
"beli","5","Bahasa Biak","Papua"
"belum","5","Bahasa Biak","Papua"
"bencana","5","Bahasa Biak","Papua"
"benda","5","Bahasa Biak","Papua"
"bendera","5","Bahasa Biak","Papua"
"benih","5","Bahasa Biak","Papua"
"bentuk","5","Bahasa Biak","Papua"
"beradu","5","Bahasa Biak","Papua"
"beragam","5","Bahasa Biak","Papua"
"berair","5","Bahasa Biak","Papua"
"beraksi","5","Bahasa Biak","Papua"
"berang-berang","5","Bahasa Biak","Papua"
"berani","5","Bahasa Biak","Papua"
"berantakan","5","Bahasa Biak","Papua"
"berapa","5","Bahasa Biak","Papua"
"berapi","5","Bahasa Biak","Papua"
"berarti","5","Bahasa Biak","Papua"
"beras","5","Bahasa Biak","Papua"
"berat","5","Bahasa Biak","Papua"
"berayun","5","Bahasa Biak","Papua"
"berbagai","5","Bahasa Biak","Papua"
"berbagi","5","Bahasa Biak","Papua"
"berbahaya","5","Bahasa Biak","Papua"
"berbakti","5","Bahasa Biak","Papua"
"berbantah","5","Bahasa Biak","Papua"
"berbantahan","5","Bahasa Biak","Papua"
"berbarengan","5","Bahasa Biak","Papua"
"berbekal","5","Bahasa Biak","Papua"
"berbisnis","5","Bahasa Biak","Papua"
"berburu","5","Bahasa Biak","Papua"
"bercakap","5","Bahasa Biak","Papua"
"berceceran","5","Bahasa Biak","Papua"
"bercengkrama","5","Bahasa Biak","Papua"
"bercerai","5","Bahasa Biak","Papua"
"bercermin","5","Bahasa Biak","Papua"
"bercocok tanam","5","Bahasa Biak","Papua"
"berdasar","5","Bahasa Biak","Papua"
"berdecak","5","Bahasa Biak","Papua"
"berdekatan","5","Bahasa Biak","Papua"
"berdering","5","Bahasa Biak","Papua"
"berdikari","5","Bahasa Biak","Papua"
"berdiri","5","Bahasa Biak","Papua"
"berdua","5","Bahasa Biak","Papua"
"berduaan","5","Bahasa Biak","Papua"
"beres","5","Bahasa Biak","Papua"
"berfikir","5","Bahasa Biak","Papua"
