"abad","1","Bahasa Bali","Bali"
"abadi","2","Bahasa Bali","Bali"
"abang","3","Bahasa Bali","Bali"
"acak","4","Bahasa Bali","Bali"
"acara","5","Bahasa Bali","Bali"
"acaranya","5","Bahasa Bali","Bali"
"ada","5","Bahasa Bali","Bali"
"adu","5","Bahasa Bali","Bali"
"agak","5","Bahasa Bali","Bali"
"agar","5","Bahasa Bali","Bali"
"air","5","Bahasa Bali","Bali"
"ajaran","5","Bahasa Bali","Bali"
"akal","5","Bahasa Bali","Bali"
"akan","5","Bahasa Bali","Bali"
"akar","5","Bahasa Bali","Bali"
"akhir","5","Bahasa Bali","Bali"
"akhirat","5","Bahasa Bali","Bali"
"akhirnya","5","Bahasa Bali","Bali"
"akibat","5","Bahasa Bali","Bali"
"aktif","5","Bahasa Bali","Bali"
"akun","5","Bahasa Bali","Bali"
"akur","5","Bahasa Bali","Bali"
"alam","5","Bahasa Bali","Bali"
"alamat","5","Bahasa Bali","Bali"
"aman","5","Bahasa Bali","Bali"
"amanah","5","Bahasa Bali","Bali"
"anak","5","Bahasa Bali","Bali"
"anak-anak","5","Bahasa Bali","Bali"
"anggota","5","Bahasa Bali","Bali"
"angsa","5","Bahasa Bali","Bali"
"anjing","5","Bahasa Bali","Bali"
"anting","5","Bahasa Bali","Bali"
"antri","5","Bahasa Bali","Bali"
"anugerah","5","Bahasa Bali","Bali"
"apa","5","Bahasa Bali","Bali"
"api","5","Bahasa Bali","Bali"
"asin","5","Bahasa Bali","Bali"
"asing","5","Bahasa Bali","Bali"
"asli","5","Bahasa Bali","Bali"
"aslinya","5","Bahasa Bali","Bali"
"asri","5","Bahasa Bali","Bali"
"asyik","5","Bahasa Bali","Bali"
"atap","5","Bahasa Bali","Bali"
"atas","5","Bahasa Bali","Bali"
"atlet","5","Bahasa Bali","Bali"
"awet","5","Bahasa Bali","Bali"
"ayah","5","Bahasa Bali","Bali"
"ayahnya","5","Bahasa Bali","Bali"
"ayam","5","Bahasa Bali","Bali"
"ayo","5","Bahasa Bali","Bali"
"babak","5","Bahasa Bali","Bali"
"babi","5","Bahasa Bali","Bali"
"bacaan","5","Bahasa Bali","Bali"
"bada","5","Bahasa Bali","Bali"
"badak ","5","Bahasa Bali","Bali"
"bagian","5","Bahasa Bali","Bali"
"bagus","5","Bahasa Bali","Bali"
"bahagia","5","Bahasa Bali","Bali"
"bahan","5","Bahasa Bali","Bali"
"bahasa","5","Bahasa Bali","Bali"
"bahkan","5","Bahasa Bali","Bali"
"baik","5","Bahasa Bali","Bali"
"baiknya","5","Bahasa Bali","Bali"
"bait","5","Bahasa Bali","Bali"
"baja","5","Bahasa Bali","Bali"
"baju","5","Bahasa Bali","Bali"
"bakal","5","Bahasa Bali","Bali"
"bakar","5","Bahasa Bali","Bali"
"bakat","5","Bahasa Bali","Bali"
"bakti","5","Bahasa Bali","Bali"
"balai","5","Bahasa Bali","Bali"
"balas","5","Bahasa Bali","Bali"
"balasan","5","Bahasa Bali","Bali"
"balik","5","Bahasa Bali","Bali"
"bambu","5","Bahasa Bali","Bali"
"banding","5","Bahasa Bali","Bali"
"banget","5","Bahasa Bali","Bali"
"bangga","5","Bahasa Bali","Bali"
"bangganya","5","Bahasa Bali","Bali"
